,Volume (t-10),Volume (t-9),Volume (t-8),Volume (t-7),Volume (t-6),Volume (t-5),Volume (t-4),Volume (t-3),Volume (t-2),Volume (t-1),Close (t-10),Close (t-9),Close (t-8),Close (t-7),Close (t-6),Close (t-5),Close (t-4),Close (t-3),Close (t-2),Close (t-1),Close (t),movement
42,223861351.2,137682745.8,169290213.8,185724812.4,208242539.0,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,7.70116,7.79072,8.22854,8.726939999999999,9.16774,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,1
43,137682745.8,169290213.8,185724812.4,208242539.0,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,7.79072,8.22854,8.726939999999999,9.16774,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,0
44,169290213.8,185724812.4,208242539.0,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,8.22854,8.726939999999999,9.16774,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,0
45,185724812.4,208242539.0,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,8.726939999999999,9.16774,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,0
46,208242539.0,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,9.16774,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,1
47,169409791.2,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,9.53416,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,1
48,205471507.6,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,9.189760000000001,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,0
49,114933225.0,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,9.44336,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,0
50,166509126.2,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,9.410079999999999,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,1
51,358677306.0,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,10.2804,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,0
52,314340729.8,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,10.4472,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,1
53,312845647.2,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,9.53446,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,1
54,235629584.2,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,9.4738,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,0
55,384873369.8,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,8.60496,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,1
56,262960462.2,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,8.770340000000001,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,1
57,219750513.8,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,9.08226,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,1
58,240031131.0,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,8.71848,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,0
59,235788161.4,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,8.318100000000001,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,0
60,206380888.0,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,8.362739999999999,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,0
61,351024000.6,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,7.763299999999999,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,0
62,374967617.2,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,7.91836,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,0
63,461392924.0,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,8.65896,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,0
64,219134452.2,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,8.50822,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,1
65,265809565.8,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,8.50948,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,0
66,214003166.2,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,8.941759999999999,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,0
67,180504422.2,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,9.145340000000001,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,0
68,188386360.6,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,8.68814,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,1
69,212047788.2,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,8.1827,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,1
70,203910601.8,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,7.996140000000001,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,0
71,206877495.8,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,7.73772,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,1
72,270403412.8,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,7.5028999999999995,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,1
73,238041241.6,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,7.413939999999999,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,0
74,194739037.0,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,7.44932,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,1
75,164832531.4,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,7.34966,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,1
76,241480977.2,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,6.94756,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,1
77,355847038.0,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,6.92916,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,1
78,214019469.4,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,7.973879999999999,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,0
79,205607058.0,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,8.66922,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,0
80,320663054.6,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,8.399519999999999,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,1
81,207145703.4,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,8.44208,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,1
82,157762423.2,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,8.636700000000001,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,0
83,194337609.0,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,8.63194,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,1
84,254256717.2,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,9.09752,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,1
85,310288185.8,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,9.41502,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,1
86,206200841.8,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,9.49148,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,1
87,217600501.4,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,9.828400000000002,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,0
88,193675411.0,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,9.56318,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,0
89,157191481.8,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,9.52638,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,0
90,237963246.8,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,9.8136,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,0
91,156565904.0,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,10.419,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,1
92,139985474.2,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,10.192400000000001,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,1
93,164182321.0,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,10.479199999999999,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,0
94,159188895.0,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,10.8816,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,0
95,192756222.8,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,11.437000000000001,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,0
96,254789461.8,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,11.7232,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,1
97,200157345.8,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,11.4008,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,1
98,233320582.8,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,11.190999999999999,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,0
99,194352685.8,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,10.697799999999999,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,1
100,346745383.0,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,169574268.4,10.6722,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,11.491800000000001,1
101,522214677.6,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,169574268.4,195659893.2,11.675999999999998,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,11.491800000000001,12.0042,1
102,441035891.8,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,169574268.4,195659893.2,170535835.6,11.8898,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,11.491800000000001,12.0042,12.0122,1
103,305145036.6,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,169574268.4,195659893.2,170535835.6,206458858.2,11.034600000000001,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,11.491800000000001,12.0042,12.0122,12.0722,1
104,201840197.2,225806923.8,143650884.6,208880574.6,288721654.0,169574268.4,195659893.2,170535835.6,206458858.2,121704509.6,10.9288,10.8518,10.883,11.3292,10.944400000000002,11.315000000000001,11.491800000000001,12.0042,12.0122,12.0722,11.6992,0
